sequence,system,ap_50,ap_50_95,avg_precision,avg_recall,total_gt,total_preds,total_tp,total_fp,total_fn,infer_count,skip_count,skip_rate_pct,erd_empty_count,predict_count,erd_empty_rate_pct,predict_rate_pct,erd_infer_count,erd_infer_rate_pct,augmented_infer_count,augmented_infer_rate_pct,pure_infer_count,pure_infer_rate_pct,wall_duration_s,avg_frame_time_ms,avg_power_w,max_power_w,energy_j,avg_power_gpu_w,energy_gpu_j,avg_power_cpu_w,energy_cpu_j,avg_power_io_w,energy_io_j,avg_gpu_temp_c,max_gpu_temp_c,avg_cpu_temp_c,max_cpu_temp_c,max_tj_temp_c,avg_gpu_util_pct,avg_cpu_util_pct,avg_emc_util_pct,avg_ram_used_mb,max_ram_used_mb,n_tegrastats_samples
b1c66a42-6f7d68ca,Vanilla,0.7163709378971357,0.5618584237478154,0.9901771157898736,0.3777333772037639,2612,2006,1887,119,725,202,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,202,100.0,25.04,116.709,40.757,43.118,1017.13,28.978,723.5,1.683,41.87,10.096,251.76,50.8,53.1,50.1,51.9,53.1,81.3,7.6,49.0,3970.0,4026,200
b1c66a42-6f7d68ca,Adaptive,0.7363543874555085,0.5211270654786068,0.9681892784340611,0.42106950550807687,2612,2325,1966,359,646,187,15,7.43,0,15,0.0,7.43,1,0.5,140,69.31,46,22.77,23.28,108.799,41.835,44.226,970.29,28.886,670.38,2.925,67.53,10.024,232.39,52.8,54.8,52.8,54.4,54.8,59.8,19.0,48.2,4021.0,4027,194
b1c81faa-3df17267,Vanilla,0.36599296275596316,0.2962609453007401,0.9921586854030868,0.19012782095701844,472,181,174,7,298,182,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,182,100.0,21.48,111.748,42.595,44.514,911.18,30.683,656.66,1.562,33.28,10.35,221.24,55.0,56.7,53.7,55.0,56.7,86.4,7.2,50.7,3988.0,3991,173
b1c81faa-3df17267,Adaptive,0.24546423916962498,0.17634315582143206,0.9750128298373277,0.13801004394224733,472,135,118,17,354,37,145,79.67,126,19,69.23,10.44,4,2.2,8,4.4,25,13.74,12.45,64.052,30.019,44.711,370.3,12.821,159.84,9.703,117.91,7.495,92.55,51.9,56.3,56.2,57.8,57.8,32.6,70.4,20.8,4033.0,4051,106
b1c81faa-c80764c5,Vanilla,0.4872504338233742,0.37395188412922165,0.9973344812214472,0.24877042169189972,866,432,423,9,443,202,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,202,100.0,23.88,111.81,42.582,44.513,1016.56,30.756,734.55,1.464,34.83,10.362,247.18,56.2,58.0,55.0,56.2,58.0,84.6,7.3,50.8,4023.0,4025,191
b1c81faa-c80764c5,Adaptive,0.4931252128093918,0.3433859329959985,0.9811198292420757,0.2662404278594871,866,475,434,41,432,128,74,36.63,1,73,0.5,36.14,1,0.5,35,17.33,92,45.54,15.69,72.305,42.474,45.11,666.12,29.291,459.71,3.038,47.39,10.145,159.02,56.6,58.5,56.4,57.7,58.5,66.9,19.9,47.9,4027.0,4030,130
b1c9c847-3bda4659,Vanilla,0.8182033284252338,0.642037568855103,0.9868890047105372,0.43588495587310594,2937,2617,2430,187,507,203,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,203,100.0,24.56,113.65,42.082,44.002,1028.26,30.2,738.19,1.606,39.13,10.276,250.95,57.6,59.2,56.8,57.8,59.2,80.2,7.1,50.0,4029.0,4033,198
b1c9c847-3bda4659,Adaptive,0.820165786338106,0.5579608082359467,0.9579977714431154,0.4844686378236456,2937,3062,2473,589,464,199,4,1.97,0,4,0.0,1.97,1,0.49,174,85.71,24,11.82,25.07,117.871,42.108,44.611,1051.81,28.964,723.81,3.118,77.66,10.025,250.34,57.8,59.8,57.8,58.8,59.8,62.2,19.1,47.9,4039.0,4045,207
b1ca2e5d-84cf9134,Vanilla,0.6249276022633814,0.40444740450454386,0.9602743014469358,0.34615385287235206,3944,2903,2555,348,1389,203,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,203,100.0,24.53,114.118,42.283,44.016,1032.87,30.372,742.17,1.612,39.25,10.299,251.45,58.9,60.0,58.0,59.2,60.0,82.3,7.2,49.8,4047.0,4049,195
b1ca2e5d-84cf9134,Adaptive,0.6536883774964687,0.40337560184051047,0.925969779173038,0.4002879498370445,3944,3560,2725,835,1219,197,6,2.96,0,6,0.0,2.96,1,0.49,175,86.21,21,10.34,25.72,120.11,41.206,43.714,1055.73,28.317,725.85,3.002,76.62,9.887,253.26,58.6,60.3,58.7,59.6,60.3,71.8,19.3,46.5,4045.0,4052,211
